,cintID,id_recode,sessionID,Duration,question,state,age,politics,education,gender,answer,asocial_response,asocial_conf,asocial_qual,TrueChance,neighbors,p,condition,social_response,social_conf,social_qual,social_correct_ref,pol_recode,social_correct,asocial_correct,p_recode,cond_recode,state_recode
2592,44aedf8a-f2b3-f361-e682-e985d39a665f,257,7e10d30d-92e1-4e04-b9db-0238625e01fd_S1,590,WA_T_1,WA,25-34,Liberal,Graduate Degree or Higher,Female,True,True,70,It is probably correct,46.0,8,0.5,unpoliticized,True,64,It is probably correct,1.0,3,True,True,False,0,9
2593,44aedf8a-f2b3-f361-e682-e985d39a665f,257,7e10d30d-92e1-4e04-b9db-0238625e01fd_S1,590,OH_T_1,OH,25-34,Liberal,Graduate Degree or Higher,Female,True,True,86,It is probably correct,91.0,9,0.98,unpoliticized,True,83,I am unsure if it is correct,1.0,3,True,True,True,0,8
2594,44aedf8a-f2b3-f361-e682-e985d39a665f,257,7e10d30d-92e1-4e04-b9db-0238625e01fd_S1,590,FL_T_1,FL,25-34,Liberal,Graduate Degree or Higher,Female,True,True,100,It is certainly correct,4.0,7,0.5,unpoliticized,True,100,It is certainly correct,1.0,3,True,True,False,0,0
2595,44aedf8a-f2b3-f361-e682-e985d39a665f,257,7e10d30d-92e1-4e04-b9db-0238625e01fd_S1,590,MI_F_1,MI,25-34,Liberal,Graduate Degree or Higher,Female,False,False,90,It is probably correct,80.0,11,0.98,unpoliticized,False,100,It is certainly correct,1.0,3,True,True,True,0,2
2596,44aedf8a-f2b3-f361-e682-e985d39a665f,257,7e10d30d-92e1-4e04-b9db-0238625e01fd_S1,590,MT_F_1,MT,25-34,Liberal,Graduate Degree or Higher,Female,False,False,86,It is probably correct,25.0,9,0.98,unpoliticized,False,90,It is certainly correct,1.0,3,True,True,True,0,5
2597,44aedf8a-f2b3-f361-e682-e985d39a665f,257,7e10d30d-92e1-4e04-b9db-0238625e01fd_S1,590,ND_F_1,ND,25-34,Liberal,Graduate Degree or Higher,Female,False,True,50,I am unsure if it is correct,29.0,9,0.98,unpoliticized,True,68,I am unsure if it is correct,0.0,3,False,False,True,0,6
2598,44aedf8a-f2b3-f361-e682-e985d39a665f,257,7e10d30d-92e1-4e04-b9db-0238625e01fd_S1,590,MN_T_1,MN,25-34,Liberal,Graduate Degree or Higher,Female,True,False,65,It is probably correct,64.0,4,0.98,unpoliticized,True,80,It is probably correct,0.0,3,True,False,True,0,3
2599,44aedf8a-f2b3-f361-e682-e985d39a665f,257,7e10d30d-92e1-4e04-b9db-0238625e01fd_S1,590,KY_T_1,KY,25-34,Liberal,Graduate Degree or Higher,Female,True,True,100,It is certainly correct,24.0,12,0.5,left,True,100,It is certainly correct,1.0,3,True,True,False,1,1
2600,0cbf1dde-942c-2e59-f7d6-2b948fe0cc0b,41,dca22611-290f-43b8-a4dd-242d03594efb_S1,529,MN_F_1,MN,45-54,Very Conservative,Some College,Male,False,False,94,It is certainly correct,15.0,5,0.5,right,False,100,It is certainly correct,1.0,0,True,True,False,2,3
2601,0cbf1dde-942c-2e59-f7d6-2b948fe0cc0b,41,dca22611-290f-43b8-a4dd-242d03594efb_S1,529,KY_T_1,KY,45-54,Very Conservative,Some College,Male,True,True,100,It is certainly correct,53.0,10,0.5,unpoliticized,True,100,It is certainly correct,1.0,0,True,True,False,0,1
2602,0cbf1dde-942c-2e59-f7d6-2b948fe0cc0b,41,dca22611-290f-43b8-a4dd-242d03594efb_S1,529,MT_T_1,MT,45-54,Very Conservative,Some College,Male,True,True,100,It is certainly correct,14.0,10,0.98,unpoliticized,False,100,It is certainly correct,1.0,0,False,True,True,0,5
2603,0cbf1dde-942c-2e59-f7d6-2b948fe0cc0b,41,dca22611-290f-43b8-a4dd-242d03594efb_S1,529,MI_T_1,MI,45-54,Very Conservative,Some College,Male,True,True,100,It is certainly correct,100.0,9,0.98,right,True,100,It is certainly correct,1.0,0,True,True,True,2,2
2604,0cbf1dde-942c-2e59-f7d6-2b948fe0cc0b,41,dca22611-290f-43b8-a4dd-242d03594efb_S1,529,WA_T_1,WA,45-54,Very Conservative,Some College,Male,True,False,100,It is certainly correct,100.0,15,0.5,unpoliticized,True,100,It is certainly correct,0.0,0,True,False,False,0,9
2605,0cbf1dde-942c-2e59-f7d6-2b948fe0cc0b,41,dca22611-290f-43b8-a4dd-242d03594efb_S1,529,MO_F_1,MO,45-54,Very Conservative,Some College,Male,False,False,100,It is certainly correct,0.0,3,0.98,unpoliticized,False,100,It is certainly correct,1.0,0,True,True,True,0,4
2606,0cbf1dde-942c-2e59-f7d6-2b948fe0cc0b,41,dca22611-290f-43b8-a4dd-242d03594efb_S1,529,FL_F_1,FL,45-54,Very Conservative,Some College,Male,False,False,100,It is certainly correct,0.0,11,0.98,right,False,100,It is certainly correct,1.0,0,True,True,True,2,0
2607,0cbf1dde-942c-2e59-f7d6-2b948fe0cc0b,41,dca22611-290f-43b8-a4dd-242d03594efb_S1,529,NJ_T_1,NJ,45-54,Very Conservative,Some College,Male,True,True,100,It is certainly correct,90.0,6,0.98,right,True,100,It is certainly correct,1.0,0,True,True,True,2,7
2608,0cbf1dde-942c-2e59-f7d6-2b948fe0cc0b,41,dca22611-290f-43b8-a4dd-242d03594efb_S1,529,ND_T_1,ND,45-54,Very Conservative,Some College,Male,True,True,100,It is certainly correct,75.0,8,0.5,right,True,100,It is certainly correct,1.0,0,True,True,False,2,6
2609,0cbf1dde-942c-2e59-f7d6-2b948fe0cc0b,41,dca22611-290f-43b8-a4dd-242d03594efb_S1,529,OH_F_1,OH,45-54,Very Conservative,Some College,Male,False,False,100,It is certainly correct,96.0,7,0.5,right,True,100,It is certainly correct,1.0,0,False,True,False,2,8
2610,1759edc5-7210-c90b-11cd-db724d402b10,87,3c0caf43-ac26-4307-b773-3bf3ce372058_S1,951,MO_F_1,MO,25-34,Liberal,Graduate Degree or Higher,Male,False,False,100,It is certainly correct,0.0,5,0.98,left,False,99,It is certainly correct,1.0,3,True,True,True,1,4
2611,1759edc5-7210-c90b-11cd-db724d402b10,87,3c0caf43-ac26-4307-b773-3bf3ce372058_S1,951,WA_T_1,WA,25-34,Liberal,Graduate Degree or Higher,Male,True,True,85,It is probably correct,17.0,7,0.5,unpoliticized,True,100,It is certainly correct,1.0,3,True,True,False,0,9
2612,1759edc5-7210-c90b-11cd-db724d402b10,87,3c0caf43-ac26-4307-b773-3bf3ce372058_S1,951,MN_F_1,MN,25-34,Liberal,Graduate Degree or Higher,Male,False,False,50,I am unsure if it is correct,0.0,8,0.5,unpoliticized,False,84,It is probably correct,1.0,3,True,True,False,0,3
2613,1759edc5-7210-c90b-11cd-db724d402b10,87,3c0caf43-ac26-4307-b773-3bf3ce372058_S1,951,OH_T_1,OH,25-34,Liberal,Graduate Degree or Higher,Male,True,True,60,It is probably correct,98.0,8,0.98,left,True,90,It is probably correct,1.0,3,True,True,True,1,8
2614,1759edc5-7210-c90b-11cd-db724d402b10,87,3c0caf43-ac26-4307-b773-3bf3ce372058_S1,951,MT_T_1,MT,25-34,Liberal,Graduate Degree or Higher,Male,True,True,65,It is probably correct,88.0,6,0.5,left,True,96,It is probably correct,1.0,3,True,True,False,1,5
2615,1759edc5-7210-c90b-11cd-db724d402b10,87,3c0caf43-ac26-4307-b773-3bf3ce372058_S1,951,KY_T_1,KY,25-34,Liberal,Graduate Degree or Higher,Male,True,False,50,I am unsure if it is correct,4.0,11,0.5,right,False,90,It is probably correct,0.0,3,False,False,False,2,1
2616,1759edc5-7210-c90b-11cd-db724d402b10,87,3c0caf43-ac26-4307-b773-3bf3ce372058_S1,951,FL_F_1,FL,25-34,Liberal,Graduate Degree or Higher,Male,False,False,100,It is certainly correct,0.0,9,0.5,unpoliticized,False,100,It is certainly correct,1.0,3,True,True,False,0,0
2617,1759edc5-7210-c90b-11cd-db724d402b10,87,3c0caf43-ac26-4307-b773-3bf3ce372058_S1,951,MI_T_1,MI,25-34,Liberal,Graduate Degree or Higher,Male,True,False,65,It is probably correct,100.0,5,0.98,unpoliticized,True,50,I am unsure if it is correct,0.0,3,True,False,True,0,2
2618,1759edc5-7210-c90b-11cd-db724d402b10,87,3c0caf43-ac26-4307-b773-3bf3ce372058_S1,951,NJ_F_1,NJ,25-34,Liberal,Graduate Degree or Higher,Male,False,False,75,It is probably correct,0.0,10,0.98,left,False,100,It is certainly correct,1.0,3,True,True,True,1,7
2619,1759edc5-7210-c90b-11cd-db724d402b10,87,3c0caf43-ac26-4307-b773-3bf3ce372058_S1,951,ND_T_1,ND,25-34,Liberal,Graduate Degree or Higher,Male,True,True,85,It is probably correct,52.0,10,0.98,unpoliticized,True,86,It is probably correct,1.0,3,True,True,True,0,6
2620,f8b7e929-e35f-d9db-ff21-df9c446e70fe,952,617c6485-fb14-4f5c-a5e6-1712808c704f_S1,425,MO_F_1,MO,25-34,Very Conservative,College,Female,False,False,66,It is probably correct,0.0,6,0.98,right,False,100,It is certainly correct,1.0,0,True,True,True,2,4
2621,f8b7e929-e35f-d9db-ff21-df9c446e70fe,952,617c6485-fb14-4f5c-a5e6-1712808c704f_S1,425,MI_F_1,MI,25-34,Very Conservative,College,Female,False,True,100,It is certainly correct,42.0,10,0.5,left,False,100,It is certainly correct,0.0,0,True,False,False,1,2
2622,f8b7e929-e35f-d9db-ff21-df9c446e70fe,952,617c6485-fb14-4f5c-a5e6-1712808c704f_S1,425,OH_F_1,OH,25-34,Very Conservative,College,Female,False,False,100,It is certainly correct,15.0,8,0.98,unpoliticized,False,100,It is certainly correct,1.0,0,True,True,True,0,8
2623,f8b7e929-e35f-d9db-ff21-df9c446e70fe,952,617c6485-fb14-4f5c-a5e6-1712808c704f_S1,425,MT_F_1,MT,25-34,Very Conservative,College,Female,False,False,100,It is certainly correct,90.0,5,0.98,unpoliticized,False,100,It is certainly correct,1.0,0,True,True,True,0,5
2624,f8b7e929-e35f-d9db-ff21-df9c446e70fe,952,617c6485-fb14-4f5c-a5e6-1712808c704f_S1,425,ND_T_1,ND,25-34,Very Conservative,College,Female,True,True,100,It is certainly correct,34.0,7,0.5,right,True,100,It is certainly correct,1.0,0,True,True,False,2,6
2625,f8b7e929-e35f-d9db-ff21-df9c446e70fe,952,617c6485-fb14-4f5c-a5e6-1712808c704f_S1,425,KY_T_1,KY,25-34,Very Conservative,College,Female,True,False,100,It is certainly correct,84.0,13,0.98,unpoliticized,True,100,It is certainly correct,0.0,0,True,False,True,0,1
2626,f8b7e929-e35f-d9db-ff21-df9c446e70fe,952,617c6485-fb14-4f5c-a5e6-1712808c704f_S1,425,WA_T_1,WA,25-34,Very Conservative,College,Female,True,False,100,It is certainly correct,69.0,6,0.5,left,True,100,It is certainly correct,0.0,0,True,False,False,1,9
2627,f8b7e929-e35f-d9db-ff21-df9c446e70fe,952,617c6485-fb14-4f5c-a5e6-1712808c704f_S1,425,FL_F_1,FL,25-34,Very Conservative,College,Female,False,False,100,It is certainly correct,16.0,6,0.98,right,False,100,It is certainly correct,1.0,0,True,True,True,2,0
2628,f8b7e929-e35f-d9db-ff21-df9c446e70fe,952,617c6485-fb14-4f5c-a5e6-1712808c704f_S1,425,NJ_T_1,NJ,25-34,Very Conservative,College,Female,True,False,100,It is certainly correct,85.0,13,0.5,left,True,100,It is certainly correct,0.0,0,True,False,False,1,7
2629,f8b7e929-e35f-d9db-ff21-df9c446e70fe,952,617c6485-fb14-4f5c-a5e6-1712808c704f_S1,425,MN_T_1,MN,25-34,Very Conservative,College,Female,True,False,100,It is certainly correct,5.0,8,0.98,left,True,100,It is certainly correct,0.0,0,True,False,True,1,3
2630,877eff6b-313e-c729-3663-c955494aa0b2,525,07ed81e9-0dc4-4ab9-87c6-fd1ecf6937b0_S1,191,MN_F_1,MN,45-54,Very Conservative,High School,Male,False,True,65,It is probably correct,12.0,6,0.98,unpoliticized,True,82,It is probably correct,0.0,0,False,False,True,0,3
2631,877eff6b-313e-c729-3663-c955494aa0b2,525,07ed81e9-0dc4-4ab9-87c6-fd1ecf6937b0_S1,191,OH_T_1,OH,45-54,Very Conservative,High School,Male,True,False,85,I am unsure if it is correct,11.0,10,0.98,left,True,85,I am unsure if it is correct,0.0,0,True,False,True,1,8
2632,877eff6b-313e-c729-3663-c955494aa0b2,525,07ed81e9-0dc4-4ab9-87c6-fd1ecf6937b0_S1,191,NJ_F_1,NJ,45-54,Very Conservative,High School,Male,False,True,99,It is probably correct,100.0,6,0.98,left,True,98,It is certainly correct,0.0,0,False,False,True,1,7
2633,877eff6b-313e-c729-3663-c955494aa0b2,525,07ed81e9-0dc4-4ab9-87c6-fd1ecf6937b0_S1,191,ND_T_1,ND,45-54,Very Conservative,High School,Male,True,True,94,It is probably correct,56.0,12,0.5,right,True,93,It is certainly correct,1.0,0,True,True,False,2,6
2634,877eff6b-313e-c729-3663-c955494aa0b2,525,07ed81e9-0dc4-4ab9-87c6-fd1ecf6937b0_S1,191,MO_F_1,MO,45-54,Very Conservative,High School,Male,False,False,59,I am unsure if it is correct,5.0,7,0.5,unpoliticized,True,91,It is probably correct,1.0,0,False,True,False,0,4
2635,877eff6b-313e-c729-3663-c955494aa0b2,525,07ed81e9-0dc4-4ab9-87c6-fd1ecf6937b0_S1,191,WA_T_1,WA,45-54,Very Conservative,High School,Male,True,False,94,I am unsure if it is correct,100.0,9,0.5,left,False,57,I am unsure if it is correct,0.0,0,False,False,False,1,9
2636,877eff6b-313e-c729-3663-c955494aa0b2,525,07ed81e9-0dc4-4ab9-87c6-fd1ecf6937b0_S1,191,FL_F_1,FL,45-54,Very Conservative,High School,Male,False,False,62,It is probably correct,50.0,13,0.98,unpoliticized,False,100,It is certainly correct,1.0,0,True,True,True,0,0
2637,877eff6b-313e-c729-3663-c955494aa0b2,525,07ed81e9-0dc4-4ab9-87c6-fd1ecf6937b0_S1,191,KY_F_1,KY,45-54,Very Conservative,High School,Male,False,True,62,I am unsure if it is correct,45.0,4,0.98,unpoliticized,True,90,It is probably correct,0.0,0,False,False,True,0,1
2638,877eff6b-313e-c729-3663-c955494aa0b2,525,07ed81e9-0dc4-4ab9-87c6-fd1ecf6937b0_S1,191,MI_F_1,MI,45-54,Very Conservative,High School,Male,False,True,65,I am unsure if it is correct,100.0,9,0.98,left,True,64,It is probably correct,0.0,0,False,False,True,1,2
2639,877eff6b-313e-c729-3663-c955494aa0b2,525,07ed81e9-0dc4-4ab9-87c6-fd1ecf6937b0_S1,191,MT_T_1,MT,45-54,Very Conservative,High School,Male,True,True,95,It is certainly correct,100.0,7,0.98,right,True,91,It is probably correct,1.0,0,True,True,True,2,5
2640,52e19a92-a273-aa2b-a99a-acca8758cb48,332,835bd0bb-2c92-4b5f-b5ce-fc905eec493d_S1,496,MT_T_1,MT,45-54,Conservative,Some College,Male,True,True,89,It is probably correct,45.0,9,0.5,right,True,89,It is probably correct,1.0,1,True,True,False,2,5
2641,52e19a92-a273-aa2b-a99a-acca8758cb48,332,835bd0bb-2c92-4b5f-b5ce-fc905eec493d_S1,496,OH_F_1,OH,45-54,Conservative,Some College,Male,False,False,100,It is certainly correct,6.0,6,0.98,right,False,100,It is certainly correct,1.0,1,True,True,True,2,8
2642,52e19a92-a273-aa2b-a99a-acca8758cb48,332,835bd0bb-2c92-4b5f-b5ce-fc905eec493d_S1,496,ND_F_1,ND,45-54,Conservative,Some College,Male,False,True,85,It is probably correct,88.0,6,0.98,left,True,88,It is probably correct,0.0,1,False,False,True,1,6
2643,52e19a92-a273-aa2b-a99a-acca8758cb48,332,835bd0bb-2c92-4b5f-b5ce-fc905eec493d_S1,496,MO_T_1,MO,45-54,Conservative,Some College,Male,True,True,83,It is probably correct,12.0,10,0.98,unpoliticized,True,82,It is probably correct,1.0,1,True,True,True,0,4
2644,52e19a92-a273-aa2b-a99a-acca8758cb48,332,835bd0bb-2c92-4b5f-b5ce-fc905eec493d_S1,496,KY_T_1,KY,45-54,Conservative,Some College,Male,True,True,99,It is certainly correct,84.0,11,0.98,unpoliticized,True,100,It is certainly correct,1.0,1,True,True,True,0,1
2645,52e19a92-a273-aa2b-a99a-acca8758cb48,332,835bd0bb-2c92-4b5f-b5ce-fc905eec493d_S1,496,MN_F_1,MN,45-54,Conservative,Some College,Male,False,False,60,I am unsure if it is correct,16.0,10,0.5,unpoliticized,False,88,It is probably correct,1.0,1,True,True,False,0,3
2646,52e19a92-a273-aa2b-a99a-acca8758cb48,332,835bd0bb-2c92-4b5f-b5ce-fc905eec493d_S1,496,NJ_F_1,NJ,45-54,Conservative,Some College,Male,False,True,67,I am unsure if it is correct,100.0,6,0.5,left,True,92,It is probably correct,0.0,1,False,False,False,1,7
2647,52e19a92-a273-aa2b-a99a-acca8758cb48,332,835bd0bb-2c92-4b5f-b5ce-fc905eec493d_S1,496,MI_F_1,MI,45-54,Conservative,Some College,Male,False,False,93,It is probably correct,0.0,9,0.98,right,False,92,It is probably correct,1.0,1,True,True,True,2,2
2648,52e19a92-a273-aa2b-a99a-acca8758cb48,332,835bd0bb-2c92-4b5f-b5ce-fc905eec493d_S1,496,WA_F_1,WA,45-54,Conservative,Some College,Male,False,False,70,It is probably correct,7.0,4,0.98,right,False,91,It is probably correct,1.0,1,True,True,True,2,9
2649,52e19a92-a273-aa2b-a99a-acca8758cb48,332,835bd0bb-2c92-4b5f-b5ce-fc905eec493d_S1,496,FL_F_1,FL,45-54,Conservative,Some College,Male,False,True,86,It is probably correct,83.0,15,0.5,left,True,91,It is probably correct,0.0,1,False,False,False,1,0
2650,43e9fefd-2622-dad5-a1f5-c8c2f372b720,251,554eecb2-4881-4f8c-88a5-e51b96b92708_S1,980,FL_F_1,FL,45-54,Moderate,College,Female,False,False,93,It is certainly correct,10.0,6,0.5,unpoliticized,False,95,It is certainly correct,1.0,2,True,True,False,0,0
2651,43e9fefd-2622-dad5-a1f5-c8c2f372b720,251,554eecb2-4881-4f8c-88a5-e51b96b92708_S1,980,KY_T_1,KY,45-54,Moderate,College,Female,True,True,98,It is certainly correct,98.0,7,0.98,left,True,96,It is certainly correct,1.0,2,True,True,True,1,1
2652,43e9fefd-2622-dad5-a1f5-c8c2f372b720,251,554eecb2-4881-4f8c-88a5-e51b96b92708_S1,980,MI_T_1,MI,45-54,Moderate,College,Female,True,True,97,It is certainly correct,100.0,9,0.98,left,True,92,It is certainly correct,1.0,2,True,True,True,1,2
2653,43e9fefd-2622-dad5-a1f5-c8c2f372b720,251,554eecb2-4881-4f8c-88a5-e51b96b92708_S1,980,OH_T_1,OH,45-54,Moderate,College,Female,True,True,98,It is certainly correct,90.0,8,0.5,left,True,100,It is certainly correct,1.0,2,True,True,False,1,8
2654,43e9fefd-2622-dad5-a1f5-c8c2f372b720,251,554eecb2-4881-4f8c-88a5-e51b96b92708_S1,980,MT_T_1,MT,45-54,Moderate,College,Female,True,True,98,It is certainly correct,13.0,10,0.98,unpoliticized,True,98,It is certainly correct,1.0,2,True,True,True,0,5
2655,43e9fefd-2622-dad5-a1f5-c8c2f372b720,251,554eecb2-4881-4f8c-88a5-e51b96b92708_S1,980,MN_F_1,MN,45-54,Moderate,College,Female,False,False,96,It is certainly correct,0.0,10,0.98,left,False,99,It is certainly correct,1.0,2,True,True,True,1,3
2656,43e9fefd-2622-dad5-a1f5-c8c2f372b720,251,554eecb2-4881-4f8c-88a5-e51b96b92708_S1,980,MO_F_1,MO,45-54,Moderate,College,Female,False,False,97,It is certainly correct,50.0,6,0.5,left,False,98,It is certainly correct,1.0,2,True,True,False,1,4
2657,43e9fefd-2622-dad5-a1f5-c8c2f372b720,251,554eecb2-4881-4f8c-88a5-e51b96b92708_S1,980,NJ_T_1,NJ,45-54,Moderate,College,Female,True,True,99,It is certainly correct,70.0,11,0.5,unpoliticized,True,99,It is certainly correct,1.0,2,True,True,False,0,7
2658,43e9fefd-2622-dad5-a1f5-c8c2f372b720,251,554eecb2-4881-4f8c-88a5-e51b96b92708_S1,980,WA_F_1,WA,45-54,Moderate,College,Female,False,False,92,It is certainly correct,42.0,6,0.5,right,False,96,It is certainly correct,1.0,2,True,True,False,2,9
2659,43e9fefd-2622-dad5-a1f5-c8c2f372b720,251,554eecb2-4881-4f8c-88a5-e51b96b92708_S1,980,ND_F_1,ND,45-54,Moderate,College,Female,False,True,87,It is certainly correct,0.0,5,0.5,right,True,98,It is certainly correct,0.0,2,False,False,False,2,6
2660,fc99d15b-8e4c-fe5e-d153-e7b279859e88,973,8cba2696-dd01-4736-97a4-a6e82262f97d_S1,674,WA_T_1,WA,45-54,Liberal,Graduate Degree or Higher,Male,True,True,100,It is certainly correct,61.0,14,0.5,unpoliticized,True,100,It is certainly correct,1.0,3,True,True,False,0,9
2661,fc99d15b-8e4c-fe5e-d153-e7b279859e88,973,8cba2696-dd01-4736-97a4-a6e82262f97d_S1,674,MT_T_1,MT,45-54,Liberal,Graduate Degree or Higher,Male,True,True,100,It is certainly correct,60.0,4,0.5,left,True,100,It is certainly correct,1.0,3,True,True,False,1,5
2662,fc99d15b-8e4c-fe5e-d153-e7b279859e88,973,8cba2696-dd01-4736-97a4-a6e82262f97d_S1,674,MI_F_1,MI,45-54,Liberal,Graduate Degree or Higher,Male,False,False,100,It is certainly correct,26.0,6,0.5,unpoliticized,False,100,It is certainly correct,1.0,3,True,True,False,0,2
2663,fc99d15b-8e4c-fe5e-d153-e7b279859e88,973,8cba2696-dd01-4736-97a4-a6e82262f97d_S1,674,KY_T_1,KY,45-54,Liberal,Graduate Degree or Higher,Male,True,True,100,It is certainly correct,98.0,17,0.98,left,True,100,It is certainly correct,1.0,3,True,True,True,1,1
2664,fc99d15b-8e4c-fe5e-d153-e7b279859e88,973,8cba2696-dd01-4736-97a4-a6e82262f97d_S1,674,NJ_F_1,NJ,45-54,Liberal,Graduate Degree or Higher,Male,False,False,100,It is certainly correct,91.0,5,0.5,left,False,100,It is certainly correct,1.0,3,True,True,False,1,7
2665,fc99d15b-8e4c-fe5e-d153-e7b279859e88,973,8cba2696-dd01-4736-97a4-a6e82262f97d_S1,674,MN_T_1,MN,45-54,Liberal,Graduate Degree or Higher,Male,True,True,100,It is certainly correct,85.0,6,0.98,unpoliticized,True,100,It is certainly correct,1.0,3,True,True,True,0,3
2666,fc99d15b-8e4c-fe5e-d153-e7b279859e88,973,8cba2696-dd01-4736-97a4-a6e82262f97d_S1,674,ND_F_1,ND,45-54,Liberal,Graduate Degree or Higher,Male,False,False,100,It is certainly correct,8.0,8,0.5,left,False,100,It is certainly correct,1.0,3,True,True,False,1,6
2667,fc99d15b-8e4c-fe5e-d153-e7b279859e88,973,8cba2696-dd01-4736-97a4-a6e82262f97d_S1,674,FL_T_1,FL,45-54,Liberal,Graduate Degree or Higher,Male,True,True,100,It is certainly correct,100.0,6,0.98,left,True,100,It is certainly correct,1.0,3,True,True,True,1,0
2668,fc99d15b-8e4c-fe5e-d153-e7b279859e88,973,8cba2696-dd01-4736-97a4-a6e82262f97d_S1,674,OH_T_1,OH,45-54,Liberal,Graduate Degree or Higher,Male,True,True,100,It is certainly correct,64.0,8,0.98,unpoliticized,True,100,It is certainly correct,1.0,3,True,True,True,0,8
2669,fc99d15b-8e4c-fe5e-d153-e7b279859e88,973,8cba2696-dd01-4736-97a4-a6e82262f97d_S1,674,MO_F_1,MO,45-54,Liberal,Graduate Degree or Higher,Male,False,False,100,It is certainly correct,0.0,3,0.98,left,False,100,It is certainly correct,1.0,3,True,True,True,1,4
2670,ed041c6b-0d6c-3b02-4c63-2a2f4c3719b8,914,2bc7ea54-5f52-4751-920f-e72250bcb96e_S1,1042,FL_F_1,FL,25-34,Moderate,Some College,Female,False,False,76,It is probably correct,0.0,11,0.5,unpoliticized,True,77,I am unsure if it is correct,1.0,2,False,True,False,0,0
2671,ed041c6b-0d6c-3b02-4c63-2a2f4c3719b8,914,2bc7ea54-5f52-4751-920f-e72250bcb96e_S1,1042,MO_T_1,MO,25-34,Moderate,Some College,Female,True,False,83,It is probably correct,96.0,3,0.5,right,False,71,It is probably correct,0.0,2,False,False,False,2,4
2672,ed041c6b-0d6c-3b02-4c63-2a2f4c3719b8,914,2bc7ea54-5f52-4751-920f-e72250bcb96e_S1,1042,MI_F_1,MI,25-34,Moderate,Some College,Female,False,True,82,It is probably correct,90.0,9,0.98,right,False,83,It is probably correct,0.0,2,True,False,True,2,2
2673,ed041c6b-0d6c-3b02-4c63-2a2f4c3719b8,914,2bc7ea54-5f52-4751-920f-e72250bcb96e_S1,1042,KY_T_1,KY,25-34,Moderate,Some College,Female,True,False,86,It is probably correct,36.0,6,0.5,right,True,83,It is probably correct,0.0,2,True,False,False,2,1
2674,ed041c6b-0d6c-3b02-4c63-2a2f4c3719b8,914,2bc7ea54-5f52-4751-920f-e72250bcb96e_S1,1042,ND_T_1,ND,25-34,Moderate,Some College,Female,True,False,70,It is certainly correct,18.0,8,0.98,left,True,71,It is probably correct,0.0,2,True,False,True,1,6
2675,ed041c6b-0d6c-3b02-4c63-2a2f4c3719b8,914,2bc7ea54-5f52-4751-920f-e72250bcb96e_S1,1042,MN_T_1,MN,25-34,Moderate,Some College,Female,True,False,69,It is certainly correct,100.0,8,0.98,left,False,84,It is probably correct,0.0,2,False,False,True,1,3
2676,ed041c6b-0d6c-3b02-4c63-2a2f4c3719b8,914,2bc7ea54-5f52-4751-920f-e72250bcb96e_S1,1042,OH_T_1,OH,25-34,Moderate,Some College,Female,True,True,79,It is certainly correct,98.0,12,0.98,left,True,75,It is certainly correct,1.0,2,True,True,True,1,8
2677,ed041c6b-0d6c-3b02-4c63-2a2f4c3719b8,914,2bc7ea54-5f52-4751-920f-e72250bcb96e_S1,1042,WA_F_1,WA,25-34,Moderate,Some College,Female,False,False,66,It is probably correct,86.0,8,0.5,left,False,82,It is probably correct,1.0,2,True,True,False,1,9
2678,ed041c6b-0d6c-3b02-4c63-2a2f4c3719b8,914,2bc7ea54-5f52-4751-920f-e72250bcb96e_S1,1042,NJ_F_1,NJ,25-34,Moderate,Some College,Female,False,False,82,It is probably correct,0.0,11,0.98,left,True,84,It is probably correct,1.0,2,False,True,True,1,7
2679,ed041c6b-0d6c-3b02-4c63-2a2f4c3719b8,914,2bc7ea54-5f52-4751-920f-e72250bcb96e_S1,1042,MT_T_1,MT,25-34,Moderate,Some College,Female,True,False,70,It is probably correct,94.0,6,0.5,unpoliticized,False,88,It is probably correct,0.0,2,False,False,False,0,5
2680,ac93758f-c061-44e5-db87-43b834ac4854,653,631835c3-0224-4406-a63e-16f0bb693340_S1,504,NJ_T_1,NJ,45-54,Conservative,College,Female,True,True,90,It is probably correct,96.0,7,0.5,right,True,90,It is probably correct,1.0,1,True,True,False,2,7
2681,ac93758f-c061-44e5-db87-43b834ac4854,653,631835c3-0224-4406-a63e-16f0bb693340_S1,504,OH_F_1,OH,45-54,Conservative,College,Female,False,True,90,It is probably correct,35.0,6,0.5,left,True,50,It is probably correct,0.0,1,False,False,False,1,8
2682,ac93758f-c061-44e5-db87-43b834ac4854,653,631835c3-0224-4406-a63e-16f0bb693340_S1,504,MN_F_1,MN,45-54,Conservative,College,Female,False,True,90,It is probably correct,50.0,7,0.5,unpoliticized,True,70,It is probably correct,0.0,1,False,False,False,0,3
2683,ac93758f-c061-44e5-db87-43b834ac4854,653,631835c3-0224-4406-a63e-16f0bb693340_S1,504,FL_F_1,FL,45-54,Conservative,College,Female,False,False,80,It is probably correct,0.0,5,0.98,right,False,90,It is probably correct,1.0,1,True,True,True,2,0
2684,ac93758f-c061-44e5-db87-43b834ac4854,653,631835c3-0224-4406-a63e-16f0bb693340_S1,504,KY_T_1,KY,45-54,Conservative,College,Female,True,True,80,It is probably correct,30.0,11,0.98,unpoliticized,False,60,I am unsure if it is correct,1.0,1,False,True,True,0,1
