,response,numConf,qualConf,socialAnswer,socialNumConf,socialQualConf,answer,states,id,gender,politics,education,age,socialSize,socialInfo,correct_start,difficulty,pol_recode,gender_recode,edu_recode,age_recode,id_recode,state_recode
3,True,90.0,It is probably correct,False,96.0,It is probably correct,True,DE,0e3700b3-abd8-3018-e0ab-361c39942365,Female,Moderate,Some College,55-64,3.0,3.0,True,0.7764705882352941,3,2,3,5,26,7
4,True,95.0,It is probably correct,False,93.0,It is probably correct,True,MN,0e3700b3-abd8-3018-e0ab-361c39942365,Female,Moderate,Some College,55-64,11.0,33.0,True,0.7534246575342466,3,2,3,5,26,22
7,True,94.0,It is probably correct,True,97.0,It is probably correct,True,CA,0e3700b3-abd8-3018-e0ab-361c39942365,Female,Moderate,Some College,55-64,11.0,48.0,True,0.9393939393939394,3,2,3,5,26,4
8,True,99.0,It is certainly correct,False,98.0,It is probably correct,True,UT,0e3700b3-abd8-3018-e0ab-361c39942365,Female,Moderate,Some College,55-64,8.0,19.0,True,0.875,3,2,3,5,26,43
9,True,94.0,It is probably correct,True,99.0,It is probably correct,True,OR,0e3700b3-abd8-3018-e0ab-361c39942365,Female,Moderate,Some College,55-64,9.0,95.0,True,0.7126436781609196,3,2,3,5,26,36
10,True,86.0,It is probably correct,True,96.0,It is probably correct,True,KS,0e3700b3-abd8-3018-e0ab-361c39942365,Female,Moderate,Some College,55-64,7.0,79.0,True,0.75,3,2,3,5,26,15
12,True,100.0,It is certainly correct,False,86.0,It is probably correct,True,NC,0e3700b3-abd8-3018-e0ab-361c39942365,Female,Moderate,Some College,55-64,10.0,5.0,True,0.8170731707317073,3,2,3,5,26,26
15,True,100.0,It is certainly correct,False,98.0,It is probably correct,True,AL,0e3700b3-abd8-3018-e0ab-361c39942365,Female,Moderate,Some College,55-64,4.0,0.0,True,0.7926829268292683,3,2,3,5,26,1
2,True,100.0,It is certainly correct,True,95.0,It is certainly correct,True,WA,61c57a65-e05c-54c1-127d-4cee89771bb0,Male,Liberal,Graduate Degree or Higher,25-34,8.0,71.0,True,0.6944444444444444,4,1,1,2,153,46
3,True,100.0,It is certainly correct,False,81.0,It is probably correct,True,NH,61c57a65-e05c-54c1-127d-4cee89771bb0,Male,Liberal,Graduate Degree or Higher,25-34,15.0,45.0,True,0.7560975609756098,4,1,1,2,153,29
4,True,70.0,It is probably correct,False,50.0,I am unsure if it is correct,True,ME,61c57a65-e05c-54c1-127d-4cee89771bb0,Male,Liberal,Graduate Degree or Higher,25-34,9.0,31.0,True,0.6941176470588235,4,1,1,2,153,20
5,True,85.0,It is probably correct,False,80.0,It is probably correct,True,SD,61c57a65-e05c-54c1-127d-4cee89771bb0,Male,Liberal,Graduate Degree or Higher,25-34,5.0,14.0,True,0.7027027027027027,4,1,1,2,153,40
7,True,91.0,It is probably correct,True,91.0,It is certainly correct,True,AK,61c57a65-e05c-54c1-127d-4cee89771bb0,Male,Liberal,Graduate Degree or Higher,25-34,11.0,95.0,True,0.8108108108108109,4,1,1,2,153,0
10,True,71.0,It is probably correct,False,86.0,I am unsure if it is correct,True,VT,61c57a65-e05c-54c1-127d-4cee89771bb0,Male,Liberal,Graduate Degree or Higher,25-34,2.0,57.0,True,0.7435897435897436,4,1,1,2,153,45
14,False,50.0,I am unsure if it is correct,False,92.0,It is certainly correct,True,AZ,61c57a65-e05c-54c1-127d-4cee89771bb0,Male,Liberal,Graduate Degree or Higher,25-34,3.0,24.0,False,0.8555555555555555,4,1,1,2,153,3
15,True,63.0,It is probably correct,True,91.0,It is certainly correct,True,RI,61c57a65-e05c-54c1-127d-4cee89771bb0,Male,Liberal,Graduate Degree or Higher,25-34,1.0,92.0,True,0.9411764705882353,4,1,1,2,153,38
16,True,72.0,It is probably correct,False,50.0,I am unsure if it is correct,True,AR,61c57a65-e05c-54c1-127d-4cee89771bb0,Male,Liberal,Graduate Degree or Higher,25-34,3.0,49.0,True,0.8253968253968254,4,1,1,2,153,2
17,False,68.0,It is probably correct,True,84.0,It is probably correct,True,LA,61c57a65-e05c-54c1-127d-4cee89771bb0,Male,Liberal,Graduate Degree or Higher,25-34,11.0,61.0,False,0.8142857142857143,4,1,1,2,153,17
18,True,100.0,It is certainly correct,True,78.0,I am unsure if it is correct,True,CT,61c57a65-e05c-54c1-127d-4cee89771bb0,Male,Liberal,Graduate Degree or Higher,25-34,14.0,60.0,True,0.8472222222222222,4,1,1,2,153,6
0,True,100.0,It is certainly correct,True,92.0,It is certainly correct,True,MA,e0a22533-e0b5-146a-752b-1389c97815e6,Female,Moderate,Some College,18-24,12.0,19.0,True,0.821917808219178,3,2,3,1,361,18
1,True,90.0,It is probably correct,True,100.0,It is certainly correct,True,GA,e0a22533-e0b5-146a-752b-1389c97815e6,Female,Moderate,Some College,18-24,3.0,63.0,True,0.8072289156626506,3,2,3,1,361,9
3,False,100.0,It is certainly correct,False,90.0,It is probably correct,True,WA,e0a22533-e0b5-146a-752b-1389c97815e6,Female,Moderate,Some College,18-24,8.0,14.0,False,0.6944444444444444,3,2,3,1,361,46
4,False,89.0,It is probably correct,False,92.0,It is probably correct,True,AL,e0a22533-e0b5-146a-752b-1389c97815e6,Female,Moderate,Some College,18-24,1.0,44.0,False,0.7926829268292683,3,2,3,1,361,1
5,True,73.0,I am unsure if it is correct,False,62.0,I am unsure if it is correct,True,WI,e0a22533-e0b5-146a-752b-1389c97815e6,Female,Moderate,Some College,18-24,3.0,6.0,True,0.8169014084507042,3,2,3,1,361,47
7,False,77.0,I am unsure if it is correct,True,72.0,It is probably correct,True,AR,e0a22533-e0b5-146a-752b-1389c97815e6,Female,Moderate,Some College,18-24,5.0,90.0,False,0.8253968253968254,3,2,3,1,361,2
9,True,65.0,I am unsure if it is correct,False,91.0,It is probably correct,True,SD,e0a22533-e0b5-146a-752b-1389c97815e6,Female,Moderate,Some College,18-24,15.0,31.0,True,0.7027027027027027,3,2,3,1,361,40
10,True,79.0,It is probably correct,False,72.0,It is probably correct,True,NM,e0a22533-e0b5-146a-752b-1389c97815e6,Female,Moderate,Some College,18-24,11.0,13.0,True,0.7671232876712328,3,2,3,1,361,31
0,True,83.0,I am unsure if it is correct,True,80.0,It is probably correct,True,SD,2f84cf01-539b-f40f-5319-f9af9deca8d7,Female,Very Conservative,College,18-24,12.0,48.0,True,0.7027027027027027,1,2,2,1,72,40
2,True,88.0,It is certainly correct,True,87.0,I am unsure if it is correct,True,RI,2f84cf01-539b-f40f-5319-f9af9deca8d7,Female,Very Conservative,College,18-24,12.0,97.0,True,0.9411764705882353,1,2,2,1,72,38
3,False,79.0,I am unsure if it is correct,False,95.0,I am unsure if it is correct,True,NJ,2f84cf01-539b-f40f-5319-f9af9deca8d7,Female,Very Conservative,College,18-24,5.0,57.0,False,0.7045454545454546,1,2,2,1,72,30
12,True,100.0,It is certainly correct,True,94.0,I am unsure if it is correct,True,GA,2f84cf01-539b-f40f-5319-f9af9deca8d7,Female,Very Conservative,College,18-24,15.0,26.0,True,0.8072289156626506,1,2,2,1,72,9
18,False,91.0,It is certainly correct,True,91.0,I am unsure if it is correct,True,KY,2f84cf01-539b-f40f-5319-f9af9deca8d7,Female,Very Conservative,College,18-24,9.0,35.0,False,0.6029411764705882,1,2,2,1,72,16
0,False,100.0,It is certainly correct,True,100.0,It is certainly correct,True,NJ,b9e88f23-3467-bb37-3f3b-b9c3dd4f3cf6,Female,Conservative,Some College,55-64,10.0,77.0,False,0.7045454545454546,2,2,3,5,303,30
1,True,100.0,It is certainly correct,True,100.0,It is certainly correct,True,NM,b9e88f23-3467-bb37-3f3b-b9c3dd4f3cf6,Female,Conservative,Some College,55-64,2.0,67.0,True,0.7671232876712328,2,2,3,5,303,31
4,True,100.0,It is certainly correct,False,100.0,I am unsure if it is correct,True,GA,b9e88f23-3467-bb37-3f3b-b9c3dd4f3cf6,Female,Conservative,Some College,55-64,1.0,36.0,True,0.8072289156626506,2,2,3,5,303,9
5,False,100.0,It is certainly correct,True,100.0,It is certainly correct,True,AZ,b9e88f23-3467-bb37-3f3b-b9c3dd4f3cf6,Female,Conservative,Some College,55-64,12.0,62.0,False,0.8555555555555555,2,2,3,5,303,3
15,True,100.0,It is certainly correct,True,100.0,It is certainly correct,True,VA,b9e88f23-3467-bb37-3f3b-b9c3dd4f3cf6,Female,Conservative,Some College,55-64,9.0,80.0,True,0.8795180722891566,2,2,3,5,303,44
17,True,100.0,It is certainly correct,False,100.0,I am unsure if it is correct,True,OR,b9e88f23-3467-bb37-3f3b-b9c3dd4f3cf6,Female,Conservative,Some College,55-64,3.0,29.0,True,0.7126436781609196,2,2,3,5,303,36
5,False,54.0,I am unsure if it is correct,False,89.0,It is probably correct,True,ME,9a3d7ce6-7114-4c65-eafe-4a1615399830,Female,Moderate,Some College,25-34,1.0,7.0,False,0.6941176470588235,3,2,3,2,240,20
8,False,62.0,I am unsure if it is correct,False,93.0,It is probably correct,True,NJ,9a3d7ce6-7114-4c65-eafe-4a1615399830,Female,Moderate,Some College,25-34,5.0,7.0,False,0.7045454545454546,3,2,3,2,240,30
11,True,100.0,It is certainly correct,True,100.0,It is certainly correct,True,WI,9a3d7ce6-7114-4c65-eafe-4a1615399830,Female,Moderate,Some College,25-34,8.0,13.0,True,0.8169014084507042,3,2,3,2,240,47
17,True,55.0,I am unsure if it is correct,True,63.0,It is probably correct,True,MT,9a3d7ce6-7114-4c65-eafe-4a1615399830,Female,Moderate,Some College,25-34,12.0,44.0,True,0.7865168539325843,3,2,3,2,240,25
4,True,100.0,It is certainly correct,True,100.0,It is certainly correct,True,NH,efb76f35-6b9b-5b4c-602d-599ce6ab63e0,Female,Liberal,College,45-54,9.0,79.0,True,0.7560975609756098,4,2,2,4,386,29
9,True,100.0,It is certainly correct,True,100.0,It is certainly correct,True,WY,efb76f35-6b9b-5b4c-602d-599ce6ab63e0,Female,Liberal,College,45-54,14.0,44.0,True,0.7922077922077922,4,2,2,4,386,49
13,True,100.0,It is certainly correct,True,100.0,It is certainly correct,True,GA,efb76f35-6b9b-5b4c-602d-599ce6ab63e0,Female,Liberal,College,45-54,11.0,89.0,True,0.8072289156626506,4,2,2,4,386,9
15,False,100.0,It is certainly correct,True,100.0,It is certainly correct,True,OR,efb76f35-6b9b-5b4c-602d-599ce6ab63e0,Female,Liberal,College,45-54,15.0,99.0,False,0.7126436781609196,4,2,2,4,386,36
19,False,100.0,It is certainly correct,True,100.0,It is certainly correct,True,KY,efb76f35-6b9b-5b4c-602d-599ce6ab63e0,Female,Liberal,College,45-54,8.0,71.0,False,0.6029411764705882,4,2,2,4,386,16
8,True,96.0,It is certainly correct,True,90.0,It is certainly correct,True,UT,db03b9bb-735b-8947-d4a3-8f285372836e,Male,Moderate,College,25-34,7.0,4.0,True,0.875,3,1,2,2,356,43
10,False,87.0,I am unsure if it is correct,False,50.0,I am unsure if it is correct,True,MA,db03b9bb-735b-8947-d4a3-8f285372836e,Male,Moderate,College,25-34,7.0,27.0,False,0.821917808219178,3,1,2,2,356,18
11,True,84.0,It is probably correct,True,86.0,It is probably correct,True,IN,db03b9bb-735b-8947-d4a3-8f285372836e,Male,Moderate,College,25-34,6.0,28.0,True,0.9047619047619048,3,1,2,2,356,13
12,True,86.0,It is probably correct,True,81.0,It is probably correct,True,AZ,db03b9bb-735b-8947-d4a3-8f285372836e,Male,Moderate,College,25-34,11.0,59.0,True,0.8555555555555555,3,1,2,2,356,3
16,True,76.0,I am unsure if it is correct,True,85.0,It is certainly correct,True,CO,db03b9bb-735b-8947-d4a3-8f285372836e,Male,Moderate,College,25-34,10.0,98.0,True,0.8518518518518519,3,1,2,2,356,5
0,True,50.0,I am unsure if it is correct,True,81.0,It is probably correct,True,KS,b21a7d69-1e59-4d75-cd71-4b31dc75e7bf,Female,Moderate,College,55-64,7.0,99.0,True,0.75,3,2,2,5,284,15
3,True,50.0,I am unsure if it is correct,True,76.0,It is probably correct,True,PA,b21a7d69-1e59-4d75-cd71-4b31dc75e7bf,Female,Moderate,College,55-64,7.0,60.0,True,0.6865671641791045,3,2,2,5,284,37
5,True,76.0,It is probably correct,True,90.0,It is probably correct,True,LA,b21a7d69-1e59-4d75-cd71-4b31dc75e7bf,Female,Moderate,College,55-64,9.0,87.0,True,0.8142857142857143,3,2,2,5,284,17
6,False,80.0,It is probably correct,False,77.0,It is probably correct,True,MD,b21a7d69-1e59-4d75-cd71-4b31dc75e7bf,Female,Moderate,College,55-64,5.0,58.0,False,0.7261904761904762,3,2,2,5,284,19
9,True,50.0,I am unsure if it is correct,True,67.0,I am unsure if it is correct,True,WA,b21a7d69-1e59-4d75-cd71-4b31dc75e7bf,Female,Moderate,College,55-64,6.0,58.0,True,0.6944444444444444,3,2,2,5,284,46
14,True,64.0,I am unsure if it is correct,True,64.0,It is probably correct,True,IN,b21a7d69-1e59-4d75-cd71-4b31dc75e7bf,Female,Moderate,College,55-64,13.0,62.0,True,0.9047619047619048,3,2,2,5,284,13
18,True,100.0,It is probably correct,True,85.0,It is probably correct,True,ID,b21a7d69-1e59-4d75-cd71-4b31dc75e7bf,Female,Moderate,College,55-64,6.0,20.0,True,0.8051948051948052,3,2,2,5,284,12
0,True,95.0,I am unsure if it is correct,True,94.0,I am unsure if it is correct,True,NE,6d56689e-86c5-58b1-8186-5e7d56e97648,Male,Very Conservative,Graduate Degree or Higher,25-34,15.0,67.0,True,0.7625,1,1,1,2,167,28
1,True,95.0,I am unsure if it is correct,True,92.0,I am unsure if it is correct,True,SC,6d56689e-86c5-58b1-8186-5e7d56e97648,Male,Very Conservative,Graduate Degree or Higher,25-34,15.0,93.0,True,0.7777777777777778,1,1,1,2,167,39
2,True,96.0,I am unsure if it is correct,True,94.0,I am unsure if it is correct,True,AR,6d56689e-86c5-58b1-8186-5e7d56e97648,Male,Very Conservative,Graduate Degree or Higher,25-34,14.0,17.0,True,0.8253968253968254,1,1,1,2,167,2
3,True,95.0,I am unsure if it is correct,True,95.0,I am unsure if it is correct,True,OR,6d56689e-86c5-58b1-8186-5e7d56e97648,Male,Very Conservative,Graduate Degree or Higher,25-34,10.0,59.0,True,0.7126436781609196,1,1,1,2,167,36
5,True,95.0,I am unsure if it is correct,True,94.0,I am unsure if it is correct,True,NV,6d56689e-86c5-58b1-8186-5e7d56e97648,Male,Very Conservative,Graduate Degree or Higher,25-34,6.0,5.0,True,0.7142857142857143,1,1,1,2,167,32
6,True,97.0,I am unsure if it is correct,True,97.0,I am unsure if it is correct,True,VA,6d56689e-86c5-58b1-8186-5e7d56e97648,Male,Very Conservative,Graduate Degree or Higher,25-34,13.0,33.0,True,0.8795180722891566,1,1,1,2,167,44
7,True,96.0,I am unsure if it is correct,True,96.0,I am unsure if it is correct,True,NJ,6d56689e-86c5-58b1-8186-5e7d56e97648,Male,Very Conservative,Graduate Degree or Higher,25-34,9.0,87.0,True,0.7045454545454546,1,1,1,2,167,30
9,True,96.0,It is probably correct,True,96.0,I am unsure if it is correct,True,MS,6d56689e-86c5-58b1-8186-5e7d56e97648,Male,Very Conservative,Graduate Degree or Higher,25-34,11.0,47.0,True,0.881578947368421,1,1,1,2,167,24
13,True,91.0,I am unsure if it is correct,True,96.0,I am unsure if it is correct,True,CA,6d56689e-86c5-58b1-8186-5e7d56e97648,Male,Very Conservative,Graduate Degree or Higher,25-34,6.0,80.0,True,0.9393939393939394,1,1,1,2,167,4
19,True,93.0,I am unsure if it is correct,True,85.0,It is probably correct,True,MO,6d56689e-86c5-58b1-8186-5e7d56e97648,Male,Very Conservative,Graduate Degree or Higher,25-34,6.0,3.0,True,0.7222222222222222,1,1,1,2,167,23
0,False,65.0,I am unsure if it is correct,True,86.0,It is probably correct,True,KY,342d5ffd-2aeb-6be2-fae5-69065fdbde28,Female,Conservative,Some College,55-64,11.0,98.0,False,0.6029411764705882,2,2,3,5,81,16
3,True,80.0,It is probably correct,False,67.0,It is probably correct,True,NC,342d5ffd-2aeb-6be2-fae5-69065fdbde28,Female,Conservative,Some College,55-64,11.0,9.0,True,0.8170731707317073,2,2,3,5,81,26
9,True,84.0,It is probably correct,True,64.0,It is probably correct,True,RI,342d5ffd-2aeb-6be2-fae5-69065fdbde28,Female,Conservative,Some College,55-64,15.0,62.0,True,0.9411764705882353,2,2,3,5,81,38
14,True,71.0,It is probably correct,False,64.0,It is probably correct,True,DE,342d5ffd-2aeb-6be2-fae5-69065fdbde28,Female,Conservative,Some College,55-64,11.0,26.0,True,0.7764705882352941,2,2,3,5,81,7
15,True,83.0,It is probably correct,True,60.0,It is probably correct,True,VA,342d5ffd-2aeb-6be2-fae5-69065fdbde28,Female,Conservative,Some College,55-64,9.0,51.0,True,0.8795180722891566,2,2,3,5,81,44
18,True,79.0,It is probably correct,True,71.0,It is probably correct,True,LA,342d5ffd-2aeb-6be2-fae5-69065fdbde28,Female,Conservative,Some College,55-64,6.0,52.0,True,0.8142857142857143,2,2,3,5,81,17
1,False,92.0,It is probably correct,True,97.0,It is probably correct,True,NM,8cf5c2d9-8973-f5f0-22c1-f4dee9bb400c,Male,Liberal,Graduate Degree or Higher,25-34,11.0,3.0,False,0.7671232876712328,4,1,1,2,220,31
2,True,86.0,It is probably correct,True,98.0,It is probably correct,True,MD,8cf5c2d9-8973-f5f0-22c1-f4dee9bb400c,Male,Liberal,Graduate Degree or Higher,25-34,3.0,98.0,True,0.7261904761904762,4,1,1,2,220,19
3,True,96.0,I am unsure if it is correct,False,76.0,It is probably correct,True,NJ,8cf5c2d9-8973-f5f0-22c1-f4dee9bb400c,Male,Liberal,Graduate Degree or Higher,25-34,2.0,76.0,True,0.7045454545454546,4,1,1,2,220,30
8,True,95.0,I am unsure if it is correct,False,70.0,It is certainly correct,True,MI,8cf5c2d9-8973-f5f0-22c1-f4dee9bb400c,Male,Liberal,Graduate Degree or Higher,25-34,10.0,70.0,True,0.726027397260274,4,1,1,2,220,21
9,True,81.0,It is certainly correct,True,71.0,It is probably correct,True,FL,8cf5c2d9-8973-f5f0-22c1-f4dee9bb400c,Male,Liberal,Graduate Degree or Higher,25-34,13.0,71.0,True,0.6986301369863014,4,1,1,2,220,8
11,True,91.0,It is probably correct,True,87.0,I am unsure if it is correct,True,IA,8cf5c2d9-8973-f5f0-22c1-f4dee9bb400c,Male,Liberal,Graduate Degree or Higher,25-34,6.0,87.0,True,0.9014084507042254,4,1,1,2,220,11
18,False,81.0,It is probably correct,True,76.0,I am unsure if it is correct,True,CO,8cf5c2d9-8973-f5f0-22c1-f4dee9bb400c,Male,Liberal,Graduate Degree or Higher,25-34,15.0,76.0,False,0.8518518518518519,4,1,1,2,220,5
19,True,99.0,I am unsure if it is correct,True,78.0,It is probably correct,True,AL,8cf5c2d9-8973-f5f0-22c1-f4dee9bb400c,Male,Liberal,Graduate Degree or Higher,25-34,8.0,22.0,True,0.7926829268292683,4,1,1,2,220,1
1,True,100.0,It is certainly correct,True,100.0,It is probably correct,True,KY,d52ed519-e578-e2d9-f901-e305995911c5,Female,Very Liberal,Some College,25-34,7.0,85.0,True,0.6029411764705882,5,2,3,2,348,16
4,False,91.0,It is probably correct,False,79.0,I am unsure if it is correct,True,UT,d52ed519-e578-e2d9-f901-e305995911c5,Female,Very Liberal,Some College,25-34,1.0,94.0,False,0.875,5,2,3,2,348,43
5,True,88.0,It is probably correct,True,88.0,It is probably correct,True,ME,d52ed519-e578-e2d9-f901-e305995911c5,Female,Very Liberal,Some College,25-34,9.0,56.0,True,0.6941176470588235,5,2,3,2,348,20
6,True,96.0,It is probably correct,True,92.0,It is probably correct,True,ND,d52ed519-e578-e2d9-f901-e305995911c5,Female,Very Liberal,Some College,25-34,11.0,72.0,True,0.7361111111111112,5,2,3,2,348,27
9,True,89.0,It is probably correct,True,95.0,It is probably correct,True,MT,d52ed519-e578-e2d9-f901-e305995911c5,Female,Very Liberal,Some College,25-34,10.0,3.0,True,0.7865168539325843,5,2,3,2,348,25
13,True,85.0,It is probably correct,True,88.0,It is probably correct,True,VA,d52ed519-e578-e2d9-f901-e305995911c5,Female,Very Liberal,Some College,25-34,6.0,66.0,True,0.8795180722891566,5,2,3,2,348,44
15,True,68.0,I am unsure if it is correct,True,89.0,It is probably correct,True,NJ,d52ed519-e578-e2d9-f901-e305995911c5,Female,Very Liberal,Some College,25-34,15.0,77.0,True,0.7045454545454546,5,2,3,2,348,30
16,True,82.0,It is probably correct,True,88.0,It is probably correct,True,MD,d52ed519-e578-e2d9-f901-e305995911c5,Female,Very Liberal,Some College,25-34,12.0,66.0,True,0.7261904761904762,5,2,3,2,348,19
17,False,97.0,It is probably correct,True,87.0,It is probably correct,True,AL,d52ed519-e578-e2d9-f901-e305995911c5,Female,Very Liberal,Some College,25-34,7.0,97.0,False,0.7926829268292683,5,2,3,2,348,1
1,True,100.0,It is certainly correct,True,100.0,It is certainly correct,True,MS,96ce7f70-9cc8-4fa9-1968-49e5e7f868ac,Female,Moderate,College,45-54,12.0,92.0,True,0.881578947368421,3,2,2,4,236,24
5,True,100.0,It is certainly correct,True,100.0,It is certainly correct,True,KS,96ce7f70-9cc8-4fa9-1968-49e5e7f868ac,Female,Moderate,College,45-54,2.0,94.0,True,0.75,3,2,2,4,236,15
6,True,100.0,It is certainly correct,True,100.0,It is certainly correct,True,WY,96ce7f70-9cc8-4fa9-1968-49e5e7f868ac,Female,Moderate,College,45-54,7.0,50.0,True,0.7922077922077922,3,2,2,4,236,49
7,True,100.0,It is certainly correct,True,100.0,It is certainly correct,True,MA,96ce7f70-9cc8-4fa9-1968-49e5e7f868ac,Female,Moderate,College,45-54,12.0,22.0,True,0.821917808219178,3,2,2,4,236,18
8,True,95.0,It is probably correct,True,95.0,It is probably correct,True,TN,96ce7f70-9cc8-4fa9-1968-49e5e7f868ac,Female,Moderate,College,45-54,11.0,89.0,True,0.8082191780821918,3,2,2,4,236,41
11,True,95.0,It is probably correct,True,100.0,It is certainly correct,True,MD,96ce7f70-9cc8-4fa9-1968-49e5e7f868ac,Female,Moderate,College,45-54,6.0,56.0,True,0.7261904761904762,3,2,2,4,236,19
15,True,100.0,It is certainly correct,True,100.0,It is certainly correct,True,TX,96ce7f70-9cc8-4fa9-1968-49e5e7f868ac,Female,Moderate,College,45-54,12.0,71.0,True,0.8095238095238095,3,2,2,4,236,42
17,True,100.0,It is certainly correct,True,100.0,It is certainly correct,True,AR,96ce7f70-9cc8-4fa9-1968-49e5e7f868ac,Female,Moderate,College,45-54,15.0,66.0,True,0.8253968253968254,3,2,2,4,236,2
0,True,92.0,It is probably correct,True,82.0,It is probably correct,True,WV,593dffb0-58c3-cc18-eaa8-c916830fa365,Male,Conservative,High School,25-34,12.0,2.0,True,0.8227848101265823,2,1,4,2,141,48
2,False,88.0,I am unsure if it is correct,False,83.0,It is probably correct,True,ND,593dffb0-58c3-cc18-eaa8-c916830fa365,Male,Conservative,High School,25-34,4.0,37.0,False,0.7361111111111112,2,1,4,2,141,27
3,True,97.0,It is probably correct,False,83.0,It is probably correct,True,IN,593dffb0-58c3-cc18-eaa8-c916830fa365,Male,Conservative,High School,25-34,15.0,28.0,True,0.9047619047619048,2,1,4,2,141,13
5,True,97.0,It is probably correct,False,80.0,It is probably correct,True,KS,593dffb0-58c3-cc18-eaa8-c916830fa365,Male,Conservative,High School,25-34,9.0,14.0,True,0.75,2,1,4,2,141,15
6,False,56.0,I am unsure if it is correct,True,81.0,It is probably correct,True,MT,593dffb0-58c3-cc18-eaa8-c916830fa365,Male,Conservative,High School,25-34,3.0,70.0,False,0.7865168539325843,2,1,4,2,141,25
11,True,83.0,It is probably correct,False,93.0,It is certainly correct,True,MN,593dffb0-58c3-cc18-eaa8-c916830fa365,Male,Conservative,High School,25-34,11.0,22.0,True,0.7534246575342466,2,1,4,2,141,22
14,False,80.0,It is probably correct,True,83.0,It is probably correct,True,NV,593dffb0-58c3-cc18-eaa8-c916830fa365,Male,Conservative,High School,25-34,6.0,64.0,False,0.7142857142857143,2,1,4,2,141,32
15,False,85.0,I am unsure if it is correct,False,82.0,It is probably correct,True,NH,593dffb0-58c3-cc18-eaa8-c916830fa365,Male,Conservative,High School,25-34,4.0,38.0,False,0.7560975609756098,2,1,4,2,141,29
17,False,68.0,I am unsure if it is correct,True,89.0,It is probably correct,True,NC,593dffb0-58c3-cc18-eaa8-c916830fa365,Male,Conservative,High School,25-34,13.0,86.0,False,0.8170731707317073,2,1,4,2,141,26
0,True,85.0,It is probably correct,True,82.0,It is probably correct,True,NM,a9ff4f41-1864-759c-2859-79d4c042e39b,Male,Liberal,Graduate Degree or Higher,25-34,11.0,74.0,True,0.7671232876712328,4,1,1,2,269,31
1,True,85.0,It is probably correct,True,80.0,It is probably correct,True,MA,a9ff4f41-1864-759c-2859-79d4c042e39b,Male,Liberal,Graduate Degree or Higher,25-34,5.0,36.0,True,0.821917808219178,4,1,1,2,269,18
2,True,85.0,It is probably correct,True,80.0,It is probably correct,True,MI,a9ff4f41-1864-759c-2859-79d4c042e39b,Male,Liberal,Graduate Degree or Higher,25-34,2.0,52.0,True,0.726027397260274,4,1,1,2,269,21
5,True,85.0,It is probably correct,True,80.0,It is probably correct,True,GA,a9ff4f41-1864-759c-2859-79d4c042e39b,Male,Liberal,Graduate Degree or Higher,25-34,14.0,35.0,True,0.8072289156626506,4,1,1,2,269,9
8,True,85.0,It is probably correct,True,80.0,It is probably correct,True,AZ,a9ff4f41-1864-759c-2859-79d4c042e39b,Male,Liberal,Graduate Degree or Higher,25-34,8.0,92.0,True,0.8555555555555555,4,1,1,2,269,3
11,True,85.0,It is probably correct,True,80.0,It is probably correct,True,TX,a9ff4f41-1864-759c-2859-79d4c042e39b,Male,Liberal,Graduate Degree or Higher,25-34,14.0,90.0,True,0.8095238095238095,4,1,1,2,269,42
14,True,85.0,It is probably correct,True,80.0,It is probably correct,True,NE,a9ff4f41-1864-759c-2859-79d4c042e39b,Male,Liberal,Graduate Degree or Higher,25-34,8.0,10.0,True,0.7625,4,1,1,2,269,28
0,True,100.0,It is certainly correct,True,100.0,It is certainly correct,True,WI,c9b9bccc-1553-9274-6ed4-8a921b7efd15,Male,Moderate,Graduate Degree or Higher,25-34,13.0,34.0,True,0.8169014084507042,3,1,1,2,324,47
2,False,85.0,It is probably correct,True,97.0,It is certainly correct,True,MD,c9b9bccc-1553-9274-6ed4-8a921b7efd15,Male,Moderate,Graduate Degree or Higher,25-34,8.0,43.0,False,0.7261904761904762,3,1,1,2,324,19
4,True,100.0,It is certainly correct,True,100.0,It is certainly correct,True,ND,c9b9bccc-1553-9274-6ed4-8a921b7efd15,Male,Moderate,Graduate Degree or Higher,25-34,11.0,43.0,True,0.7361111111111112,3,1,1,2,324,27
5,True,100.0,It is certainly correct,True,100.0,It is certainly correct,True,PA,c9b9bccc-1553-9274-6ed4-8a921b7efd15,Male,Moderate,Graduate Degree or Higher,25-34,1.0,54.0,True,0.6865671641791045,3,1,1,2,324,37
7,True,100.0,It is certainly correct,True,100.0,It is certainly correct,True,MN,c9b9bccc-1553-9274-6ed4-8a921b7efd15,Male,Moderate,Graduate Degree or Higher,25-34,10.0,69.0,True,0.7534246575342466,3,1,1,2,324,22
9,True,85.0,It is probably correct,True,88.0,It is probably correct,True,MI,c9b9bccc-1553-9274-6ed4-8a921b7efd15,Male,Moderate,Graduate Degree or Higher,25-34,14.0,67.0,True,0.726027397260274,3,1,1,2,324,21
5,False,85.0,It is probably correct,True,99.0,I am unsure if it is correct,True,NE,ecee8a90-bb2f-b0d2-3988-bcc522194347,Male,Moderate,Graduate Degree or Higher,35-44,1.0,15.0,False,0.7625,3,1,1,3,380,28
7,True,85.0,I am unsure if it is correct,True,99.0,I am unsure if it is correct,True,Hi,ecee8a90-bb2f-b0d2-3988-bcc522194347,Male,Moderate,Graduate Degree or Higher,35-44,2.0,55.0,True,0.8701298701298701,3,1,1,3,380,10
