,conf,answer,question,correct,correct_conf,incorrect_conf,difficulty,pol_recode,DEM_1,DEM_2,DEM_3,DEM_4,BSS,WSS,EIS,HBS,NUMS,RIS,CintID,edu_recode,id_recode
48,0.78,True,Insects_True,True,92.72368421052632,78.52380952380952,0.9156626506024096,0,45-54,Very Conservative,High School,Female,2.8333333333333335,0,1.6,1,0,2.6,f256c035-e677-37b5-bc22-f67d780353e0,1,471
49,1.0,True,Insects_True,True,92.72368421052632,78.52380952380952,0.9156626506024096,3,55-64,Liberal,Some College,Female,1.0,3,2.8,2,3,2.8,3783e857-ea8e-08c1-6940-dea8856fdd8a,2,107
54,1.0,False,Insects_True,False,92.72368421052632,78.52380952380952,0.9156626506024096,2,45-54,Moderate,College,Female,2.5,0,2.8,3,1,3.8,759d39df-f899-cf9e-77c8-0fb684f3cf06,3,225
56,0.8200000000000001,True,Insects_True,True,92.72368421052632,78.52380952380952,0.9156626506024096,1,65+,Conservative,High School,Female,3.3333333333333335,1,2.4,2,3,2.8,3e3db320-54d1-aecb-d737-851609cf62fd,1,126
57,0.6399999999999999,True,Insects_True,True,92.72368421052632,78.52380952380952,0.9156626506024096,2,25-34,Moderate,High School,Female,2.3333333333333335,0,2.0,3,1,2.0,bb5b4a16-e2e5-bdca-b101-7c70d58055c3,1,356
58,1.0,True,Insects_True,True,92.72368421052632,78.52380952380952,0.9156626506024096,1,18-24,Conservative,High School,Female,2.0,2,2.6,2,1,2.2,9ae78159-aa77-7693-0d4e-b7cc22839d8e,1,292
60,0.8200000000000001,True,Insects_True,True,92.72368421052632,78.52380952380952,0.9156626506024096,4,55-64,Very Liberal,College,Female,0.16666666666666666,5,2.2,2,3,2.4,87583f77-283f-cca2-b260-0973d6101ea2,3,264
62,0.78,True,Insects_True,True,92.72368421052632,78.52380952380952,0.9156626506024096,3,18-24,Liberal,High School,Female,3.5,1,3.2,1,1,2.4,d42d85e7-b8bb-7305-c7f0-b306b4b80e32,1,400
64,1.0,True,Insects_True,True,92.72368421052632,78.52380952380952,0.9156626506024096,3,35-44,Liberal,College,Female,3.5,2,3.8,1,3,3.2,d51fcad5-7be9-309b-f5c2-fc346f9f4d0f,3,402
65,0.72,True,Insects_True,True,92.72368421052632,78.52380952380952,0.9156626506024096,2,35-44,Moderate,Graduate Degree or Higher,Male,3.0,3,2.8,1,3,2.6,4f578703-3936-67e4-bd14-b17ce42d08d8,4,152
67,0.8200000000000001,True,Insects_True,True,92.72368421052632,78.52380952380952,0.9156626506024096,2,55-64,Moderate,Graduate Degree or Higher,Female,1.3333333333333333,0,2.0,2,1,1.6,fbae208c-80cf-cf34-449b-16854923315b,4,489
70,1.0,True,Insects_True,True,92.72368421052632,78.52380952380952,0.9156626506024096,1,45-54,Conservative,Some College,Male,1.8333333333333333,2,2.6,4,3,3.4,6ebb3639-feb3-6950-512e-00904f6bc8ed,2,209
71,1.0,True,Insects_True,True,92.72368421052632,78.52380952380952,0.9156626506024096,0,25-34,Very Conservative,College,Male,3.0,0,1.6,2,3,2.6,ac747cc8-3818-8d3e-9edf-4a5f36ea0d1c,3,324
72,0.19999999999999996,True,Insects_True,True,92.72368421052632,78.52380952380952,0.9156626506024096,2,25-34,Moderate,Graduate Degree or Higher,Male,3.8333333333333335,1,2.2,1,0,2.2,10e8ec4d-ed42-160a-025a-dac3db245a9b,4,34
73,0.6599999999999999,True,Insects_True,True,92.72368421052632,78.52380952380952,0.9156626506024096,2,18-24,Moderate,College,Female,2.0,2,1.8,1,3,1.8,7fbf250f-4abf-dc47-5518-1394bbbe7dd8,3,251
75,0.6200000000000001,True,Insects_True,True,92.72368421052632,78.52380952380952,0.9156626506024096,1,35-44,Conservative,Graduate Degree or Higher,Male,1.6666666666666667,1,1.8,0,1,2.6,0e3515d7-0602-ecb9-dfc0-231e3639b000,4,26
76,0.72,True,Insects_True,True,92.72368421052632,78.52380952380952,0.9156626506024096,3,65+,Liberal,College,Female,2.0,2,2.4,1,2,1.6,d7dc4496-1e46-a3c4-3681-72f7eb622843,3,406
77,0.8200000000000001,True,Insects_True,True,92.72368421052632,78.52380952380952,0.9156626506024096,2,18-24,Moderate,College,Female,1.0,2,2.8,3,2,1.6,f765279f-bc96-d635-8f88-114e219c8b4b,3,481
78,1.0,True,Insects_True,True,92.72368421052632,78.52380952380952,0.9156626506024096,3,45-54,Liberal,College,Male,2.0,4,1.4,1,3,2.6,3a9ee537-d757-12e0-7420-d3b50123e0e1,3,117
79,1.0,True,Insects_True,True,92.72368421052632,78.52380952380952,0.9156626506024096,2,55-64,Moderate,Some College,Male,2.1666666666666665,1,2.2,0,3,2.0,2c7e9451-d7fc-9e43-9446-a25530cb6185,2,78
80,0.9199999999999999,True,Insects_True,True,92.72368421052632,78.52380952380952,0.9156626506024096,0,65+,Very Conservative,Graduate Degree or Higher,Male,0.8333333333333334,3,3.0,4,3,1.8,47004ca6-7ab5-a098-eab1-7a2b0fa54371,4,141
87,1.0,True,Insects_True,True,92.72368421052632,78.52380952380952,0.9156626506024096,2,45-54,Moderate,High School,Female,1.8333333333333333,1,2.4,1,2,1.8,e1fd7221-94a0-3a93-1736-44d63f01a2fc,1,427
88,0.8,True,Insects_True,True,92.72368421052632,78.52380952380952,0.9156626506024096,1,25-34,Conservative,College,Female,2.6666666666666665,1,3.0,0,1,2.8,75f7db15-987e-2afd-1d02-eddc110cafcd,3,226
89,0.040000000000000036,True,Insects_True,True,92.72368421052632,78.52380952380952,0.9156626506024096,0,65+,Very Conservative,Some College,Female,1.1666666666666667,4,2.0,1,1,1.8,a2a3d1eb-5e19-98e0-49fc-e788d5ab683e,2,307
94,0.6599999999999999,False,Insects_True,False,92.72368421052632,78.52380952380952,0.9156626506024096,3,35-44,Liberal,College,Female,1.3333333333333333,2,2.4,2,0,2.2,e62035ca-2d25-cd01-cadd-030b91109b1c,3,440
98,1.0,True,Insects_True,True,92.72368421052632,78.52380952380952,0.9156626506024096,3,25-34,Liberal,College,Female,1.6666666666666667,4,3.0,2,3,3.2,c0d8f090-8ab5-f85e-3287-c6f39abebc44,3,368
99,0.30000000000000004,True,Insects_True,True,92.72368421052632,78.52380952380952,0.9156626506024096,3,25-34,Liberal,College,Female,2.6666666666666665,1,1.8,0,0,2.2,4bdf56be-c75a-acd9-35a9-60f4a07c716b,3,148
100,0.72,True,Insects_True,True,92.72368421052632,78.52380952380952,0.9156626506024096,2,55-64,Moderate,Some College,Female,2.8333333333333335,3,2.6,0,2,2.4,2fd9c347-48fc-2f44-3350-f5f220f3fe9b,2,89
101,1.0,True,Insects_True,True,92.72368421052632,78.52380952380952,0.9156626506024096,2,65+,Moderate,Some College,Male,0.0,3,3.0,1,3,1.6,09b9972c-0009-7a12-533b-a1925907b7f9,2,12
103,0.8799999999999999,True,Insects_True,True,92.72368421052632,78.52380952380952,0.9156626506024096,2,35-44,Moderate,Graduate Degree or Higher,Female,4.0,0,2.0,1,0,2.0,a1a112d5-bb5f-e360-4bc2-248a187d0d01,4,303
106,1.0,True,Insects_True,True,92.72368421052632,78.52380952380952,0.9156626506024096,4,25-34,Very Liberal,Some College,Female,1.8333333333333333,2,2.4,1,3,1.2,7479932e-108d-7264-9339-a552a29c26fb,2,222
111,0.8,True,Insects_True,True,92.72368421052632,78.52380952380952,0.9156626506024096,2,55-64,Moderate,High School,Male,2.0,3,3.4,2,3,3.6,a1986e98-d785-98c9-728f-58b37c6fe04c,1,302
112,1.0,True,Insects_True,True,92.72368421052632,78.52380952380952,0.9156626506024096,0,45-54,Very Conservative,High School,Male,0.3333333333333333,1,1.6,1,0,2.4,336f2490-c46f-d13d-8587-1244ee497247,1,96
113,0.8200000000000001,True,Insects_True,True,92.72368421052632,78.52380952380952,0.9156626506024096,1,25-34,Conservative,Graduate Degree or Higher,Female,2.6666666666666665,2,2.0,3,3,3.6,f55b8b7d-f4f1-7c8d-b16a-bd70e9fa42a9,4,476
116,1.0,True,Insects_True,True,92.72368421052632,78.52380952380952,0.9156626506024096,2,55-64,Moderate,High School,Female,2.0,2,3.2,1,3,2.6,b12170a7-5e2d-9976-cbb0-460ae827687e,1,333
117,1.0,True,Insects_True,True,92.72368421052632,78.52380952380952,0.9156626506024096,3,65+,Liberal,College,Male,1.1666666666666667,4,1.0,4,3,4.0,fee6939a-de96-623a-0c8d-a5cd52a4684e,3,496
121,1.0,True,Insects_True,True,92.72368421052632,78.52380952380952,0.9156626506024096,2,65+,Moderate,Some College,Female,2.3333333333333335,3,2.0,2,3,2.4,7c955f96-4ff0-5a91-7f81-69be4fc77641,2,241
126,0.9199999999999999,True,Insects_True,True,92.72368421052632,78.52380952380952,0.9156626506024096,4,55-64,Very Liberal,College,Female,3.0,4,3.6,1,3,3.2,d22c0b38-ecf5-fe5f-c62f-3d07c1f0d9e1,3,397
127,0.3400000000000001,False,Insects_True,False,92.72368421052632,78.52380952380952,0.9156626506024096,1,35-44,Conservative,College,Female,3.8333333333333335,2,2.0,2,2,2.2,cef7d682-8c42-2194-1d95-e0dcb472bb56,3,393
136,0.6799999999999999,True,Insects_True,True,92.72368421052632,78.52380952380952,0.9156626506024096,1,65+,Conservative,College,Female,3.1666666666666665,4,1.2,1,0,2.6,fef3395c-cf61-cd3d-194b-0fd81f697984,3,497
137,1.0,True,Insects_True,True,92.72368421052632,78.52380952380952,0.9156626506024096,2,35-44,Moderate,College,Female,1.5,4,3.6,1,3,2.6,ed6241fc-a1f0-b04e-88eb-774911fa9628,3,458
138,1.0,True,Insects_True,True,92.72368421052632,78.52380952380952,0.9156626506024096,3,35-44,Liberal,Some High School,Male,2.3333333333333335,0,2.0,1,1,2.6,dfe3f674-309c-0087-0963-c0c8c07607a0,0,420
139,1.0,True,Insects_True,True,92.72368421052632,78.52380952380952,0.9156626506024096,0,45-54,Very Conservative,Some College,Male,0.6666666666666666,2,2.2,2,3,1.8,a364220c-f837-d5dc-8e1b-144fd9064eda,2,308
141,1.0,True,Insects_True,True,92.72368421052632,78.52380952380952,0.9156626506024096,2,25-34,Moderate,College,Male,3.1666666666666665,1,2.2,3,2,2.6,ba4b6277-d49c-8bdb-a160-5460649663ae,3,353
142,0.8999999999999999,True,Insects_True,True,92.72368421052632,78.52380952380952,0.9156626506024096,1,18-24,Conservative,College,Female,2.1666666666666665,2,2.6,2,2,3.0,b42fb89d-280d-496a-c58a-8e04b77f9f49,3,339
143,1.0,True,Insects_True,True,92.72368421052632,78.52380952380952,0.9156626506024096,4,45-54,Very Liberal,College,Female,1.1666666666666667,1,1.8,1,0,2.6,b86dc649-0742-317d-875e-f0468e713e9d,3,348
144,1.0,True,Insects_True,True,92.72368421052632,78.52380952380952,0.9156626506024096,2,55-64,Moderate,High School,Male,1.8333333333333333,1,2.0,0,1,2.4,bc5ad98e-515c-2f03-b099-ef71a16de65a,1,358
145,1.0,True,Insects_True,True,92.72368421052632,78.52380952380952,0.9156626506024096,0,35-44,Very Conservative,Graduate Degree or Higher,Female,0.16666666666666666,4,1.8,2,2,3.4,ac11e1a1-60e8-195e-fbb6-d73aafcb5676,4,322
149,1.0,True,Insects_True,True,92.72368421052632,78.52380952380952,0.9156626506024096,0,65+,Very Conservative,Some College,Female,0.0,3,2.2,2,3,1.2,5c784f2a-8410-b83a-923d-79534414b2fe,2,176
152,0.98,True,Insects_True,True,92.72368421052632,78.52380952380952,0.9156626506024096,4,35-44,Very Liberal,College,Female,1.5,1,2.0,2,2,1.2,4f48218b-5002-d7fd-a29c-17635568e652,3,151
154,1.0,True,Insects_True,True,92.72368421052632,78.52380952380952,0.9156626506024096,1,18-24,Conservative,College,Female,0.0,3,3.6,2,3,2.8,e434313f-7b22-c54f-de28-071fe6164deb,3,435
156,0.8200000000000001,True,Insects_True,True,92.72368421052632,78.52380952380952,0.9156626506024096,2,45-54,Moderate,Graduate Degree or Higher,Female,1.0,3,0.8,1,3,2.6,77ef5d67-22ba-b45d-0570-6bc4015015b2,4,231
157,1.0,True,Insects_True,True,92.72368421052632,78.52380952380952,0.9156626506024096,0,65+,Very Conservative,Some College,Female,1.1666666666666667,5,2.0,0,3,3.4,e274b205-a9a2-4666-9e12-845f0daa9fd1,2,430
158,0.72,True,Insects_True,True,92.72368421052632,78.52380952380952,0.9156626506024096,2,25-34,Moderate,Graduate Degree or Higher,Female,3.0,4,1.8,0,1,1.6,42c1b33c-d493-b60e-2b2b-85ea7c9562e5,4,132
159,0.8400000000000001,True,Insects_True,True,92.72368421052632,78.52380952380952,0.9156626506024096,3,45-54,Liberal,Graduate Degree or Higher,Male,2.1666666666666665,2,2.4,3,3,3.2,7f112d90-4ac8-fb5c-fb87-1b3a011a7d44,4,249
160,1.0,True,Insects_True,True,92.72368421052632,78.52380952380952,0.9156626506024096,2,55-64,Moderate,Graduate Degree or Higher,Female,2.6666666666666665,2,1.6,1,3,2.4,bcda5337-87be-a5b8-3020-65f1475fb0e3,4,359
163,1.0,True,Insects_True,True,92.72368421052632,78.52380952380952,0.9156626506024096,4,65+,Very Liberal,College,Male,0.0,5,2.6,4,3,3.6,0be3288c-260f-ecee-099b-1ec8a34b1058,3,19
164,1.0,True,Insects_True,True,92.72368421052632,78.52380952380952,0.9156626506024096,3,35-44,Liberal,Graduate Degree or Higher,Male,1.6666666666666667,5,2.6,4,3,3.4,b3ba6450-544f-b2c9-5047-52911a0a6285,4,338
165,1.0,True,Insects_True,True,92.72368421052632,78.52380952380952,0.9156626506024096,4,55-64,Very Liberal,College,Female,3.5,2,3.2,3,3,2.8,4f5a9ebe-6c1c-68f0-b0a9-a8719736dd68,3,153
167,1.0,True,Insects_True,True,92.72368421052632,78.52380952380952,0.9156626506024096,2,45-54,Moderate,Some College,Female,0.6666666666666666,5,2.6,2,2,2.6,e2fd16e5-f117-e0ca-17f2-20d6813e4731,2,432
168,1.0,True,Insects_True,True,92.72368421052632,78.52380952380952,0.9156626506024096,3,25-34,Liberal,Some College,Male,2.0,3,2.2,0,3,2.0,f08371e6-d50e-d47d-69f1-47a8e7d8e432,2,468
169,0.8200000000000001,True,Insects_True,True,92.72368421052632,78.52380952380952,0.9156626506024096,3,18-24,Liberal,College,Female,2.1666666666666665,3,3.0,1,2,2.2,f8cab979-bb1d-6f9c-206e-8fe1d94f8cad,3,483
171,1.0,True,Insects_True,True,92.72368421052632,78.52380952380952,0.9156626506024096,4,55-64,Very Liberal,High School,Female,2.8333333333333335,2,3.2,2,2,2.8,67d22c30-e16e-dbce-3827-1af9eb5a57e4,1,199
172,0.94,True,Insects_True,True,92.72368421052632,78.52380952380952,0.9156626506024096,0,25-34,Very Conservative,Graduate Degree or Higher,Male,3.6666666666666665,0,1.6,1,0,2.6,5c21edad-63ae-3938-cbba-db0acd796a79,4,174
173,0.6000000000000001,True,Insects_True,True,92.72368421052632,78.52380952380952,0.9156626506024096,1,65+,Conservative,Some College,Male,2.0,3,1.8,2,3,1.4,42d2732a-f0f9-854e-383d-45f952d239fe,2,133
176,1.0,True,Insects_True,True,92.72368421052632,78.52380952380952,0.9156626506024096,1,45-54,Conservative,Some College,Female,1.3333333333333333,4,2.8,2,3,2.0,dc3013b1-18aa-c51a-daa6-251b0bc3ad6b,2,413
181,0.3999999999999999,False,Insects_True,False,92.72368421052632,78.52380952380952,0.9156626506024096,1,25-34,Conservative,College,Female,0.3333333333333333,1,2.0,1,1,2.0,0631afbe-fee6-0529-dba9-991a2530c96b,3,5
182,0.9199999999999999,True,Insects_True,True,92.72368421052632,78.52380952380952,0.9156626506024096,4,55-64,Very Liberal,Some College,Female,0.8333333333333334,3,1.8,3,1,2.0,5a02c131-d4e7-3872-e826-f729959ee2e5,2,171
186,0.98,True,Insects_True,True,92.72368421052632,78.52380952380952,0.9156626506024096,4,35-44,Very Liberal,Graduate Degree or Higher,Female,3.0,4,3.4,3,2,2.2,dedb3b62-0e1a-c13d-3175-0df03d6c38b6,4,416
187,1.0,True,Insects_True,True,92.72368421052632,78.52380952380952,0.9156626506024096,2,45-54,Moderate,College,Male,2.6666666666666665,3,1.6,0,1,3.8,bf52e3ac-6001-1696-b8bb-d579f7f7c97b,3,364
189,0.6000000000000001,True,Insects_True,True,92.72368421052632,78.52380952380952,0.9156626506024096,3,25-34,Liberal,College,Female,2.0,4,1.6,1,1,2.4,e227fe8a-31db-0be9-cd9d-c80c0dac875e,3,428
190,0.43999999999999995,True,Insects_True,True,92.72368421052632,78.52380952380952,0.9156626506024096,0,25-34,Very Conservative,College,Female,3.1666666666666665,0,2.8,1,0,1.8,3c0105eb-2035-a076-ebfc-332ad173963c,3,119
191,0.54,False,Insects_True,False,92.72368421052632,78.52380952380952,0.9156626506024096,1,35-44,Conservative,Some High School,Male,1.6666666666666667,1,1.8,1,2,2.4,725df4ea-4638-027f-b7fd-c276931bf13e,0,218
194,1.0,True,Insects_True,True,92.72368421052632,78.52380952380952,0.9156626506024096,1,35-44,Conservative,College,Male,0.8333333333333334,2,2.4,4,3,2.8,a84940d0-d6cc-963b-a3c7-7662df8f6105,3,316
196,0.9199999999999999,True,Insects_True,True,92.72368421052632,78.52380952380952,0.9156626506024096,4,55-64,Very Liberal,Graduate Degree or Higher,Male,1.5,3,1.8,3,3,2.6,b049fe69-47e3-28be-a37e-c86213c2f1b4,4,330
197,1.0,True,Insects_True,True,92.72368421052632,78.52380952380952,0.9156626506024096,4,18-24,Very Liberal,Some College,Female,1.8333333333333333,0,2.4,1,0,2.2,ed9a09e0-46f2-b56f-70f7-3fb11e4d7334,2,459
198,0.6399999999999999,True,Insects_True,True,92.72368421052632,78.52380952380952,0.9156626506024096,0,25-34,Very Conservative,Graduate Degree or Higher,Male,3.5,0,2.2,1,0,1.8,196c3eec-db61-cb59-86fb-0847a0676d35,4,46
201,0.9199999999999999,True,Insects_True,True,92.72368421052632,78.52380952380952,0.9156626506024096,2,45-54,Moderate,Some College,Female,2.0,5,2.8,1,2,2.2,22c5e99e-cb72-3dbd-2f89-dfee8d567a44,2,64
202,1.0,True,Insects_True,True,92.72368421052632,78.52380952380952,0.9156626506024096,1,35-44,Conservative,High School,Female,2.8333333333333335,1,2.0,1,2,2.2,d3bc3ada-982e-7350-56cd-0c9727842e06,1,399
207,1.0,True,Insects_True,True,92.72368421052632,78.52380952380952,0.9156626506024096,1,45-54,Conservative,College,Female,2.3333333333333335,2,2.8,2,2,2.4,d7981de6-50e8-d9fd-72f1-2bb340086532,3,405
211,1.0,True,Insects_True,True,92.72368421052632,78.52380952380952,0.9156626506024096,3,18-24,Liberal,High School,Female,2.3333333333333335,3,3.0,1,3,2.6,a95bfdf8-f781-3980-b1ef-cb70a370422c,1,318
216,0.8400000000000001,True,Insects_True,True,92.72368421052632,78.52380952380952,0.9156626506024096,0,65+,Very Conservative,Some High School,Female,0.3333333333333333,1,0.4,2,0,2.8,7cbe820e-ab05-8bfb-5419-b495090f1cdb,0,242
217,1.0,True,Insects_True,True,92.72368421052632,78.52380952380952,0.9156626506024096,2,45-54,Moderate,Some College,Female,2.0,1,3.0,2,2,2.4,36d92577-f853-f616-3360-13f21b834fa3,2,105
218,0.0,True,Insects_True,True,92.72368421052632,78.52380952380952,0.9156626506024096,4,65+,Very Liberal,Some College,Male,1.8333333333333333,0,2.0,1,1,2.0,2e7db711-1d55-ff8d-9706-8156001428cd,2,87
219,1.0,True,Insects_True,True,92.72368421052632,78.52380952380952,0.9156626506024096,4,55-64,Very Liberal,Some College,Female,1.8333333333333333,3,2.4,2,3,2.0,7a43aeba-08cd-0b2e-a9ad-98688a6b3f6f,2,234
220,1.0,True,Insects_True,True,92.72368421052632,78.52380952380952,0.9156626506024096,3,35-44,Liberal,Graduate Degree or Higher,Female,1.0,3,1.8,4,3,2.8,7acf848d-5ee2-38c6-259a-b2e4bd5ee951,4,237
222,0.74,True,Insects_True,True,92.72368421052632,78.52380952380952,0.9156626506024096,3,65+,Liberal,Graduate Degree or Higher,Female,1.8333333333333333,2,2.2,2,2,3.0,38d95ac0-5b0a-9b55-33d7-6cf29930ed17,4,110
223,1.0,True,Insects_True,True,92.72368421052632,78.52380952380952,0.9156626506024096,1,55-64,Conservative,High School,Female,2.5,1,3.0,2,3,2.8,ea5cd081-402a-31ab-b696-e677b230f558,1,449
227,0.54,True,Insects_True,True,92.72368421052632,78.52380952380952,0.9156626506024096,0,45-54,Very Conservative,Graduate Degree or Higher,Female,0.0,0,1.2,2,1,2.4,eb8e8c7b-4b53-794a-646c-baa596547ca3,4,452
230,0.8200000000000001,False,Insects_True,False,92.72368421052632,78.52380952380952,0.9156626506024096,0,35-44,Very Conservative,College,Male,2.8333333333333335,0,2.2,1,0,2.4,3a7b0753-3854-8760-9144-315065af0f86,3,116
232,1.0,True,Insects_True,True,92.72368421052632,78.52380952380952,0.9156626506024096,1,65+,Conservative,High School,Male,0.3333333333333333,4,1.8,1,3,3.4,8d50d617-a2b3-36e8-ba00-e07b86af94c0,1,272
235,0.78,True,Insects_True,True,92.72368421052632,78.52380952380952,0.9156626506024096,0,45-54,Very Conservative,Some College,Female,2.8333333333333335,2,2.8,1,1,2.4,3606d033-5eae-75be-ec24-e62d37786be6,2,104
237,1.0,True,Insects_True,True,92.72368421052632,78.52380952380952,0.9156626506024096,0,45-54,Very Conservative,High School,Male,0.5,2,2.4,1,2,1.4,f8dff32c-f5d1-584c-353b-c5f4d4764cf8,1,484
238,0.30000000000000004,True,Insects_True,True,92.72368421052632,78.52380952380952,0.9156626506024096,1,65+,Conservative,High School,Female,1.5,2,3.4,1,2,1.4,fce57f4c-36f4-8784-0f5b-49ceb8d40198,1,492
240,1.0,True,Insects_True,True,92.72368421052632,78.52380952380952,0.9156626506024096,2,45-54,Moderate,College,Male,1.3333333333333333,4,1.8,1,3,2.0,3876d6dd-089e-0077-9cca-e05d9c553909,3,109
244,0.6599999999999999,True,Insects_True,True,92.72368421052632,78.52380952380952,0.9156626506024096,4,25-34,Very Liberal,College,Female,2.0,1,2.4,1,0,1.6,2067a67f-402f-27a1-8d68-904c8c55f7a6,3,55
245,1.0,True,Insects_True,True,92.72368421052632,78.52380952380952,0.9156626506024096,2,65+,Moderate,Graduate Degree or Higher,Male,1.8333333333333333,4,1.4,4,3,4.0,89fb1045-827f-e91e-1152-26d0ae84b590,4,266
252,1.0,True,Insects_True,True,92.72368421052632,78.52380952380952,0.9156626506024096,1,35-44,Conservative,College,Male,1.8333333333333333,2,2.8,3,3,3.0,e3599f20-ea58-4c43-b337-a972cc895df4,3,433
257,0.17999999999999994,False,Insects_True,False,92.72368421052632,78.52380952380952,0.9156626506024096,2,35-44,Moderate,Some College,Male,1.6666666666666667,0,1.6,0,0,2.4,fef55c34-e5dd-8a9c-1f23-6ade269450e2,2,498
259,0.7,True,Insects_True,True,92.72368421052632,78.52380952380952,0.9156626506024096,4,18-24,Very Liberal,Some College,Female,2.0,4,3.4,1,3,3.2,7dbde700-fd90-4dfd-5717-d196fc59c8d4,2,245
260,0.17999999999999994,True,Insects_True,True,92.72368421052632,78.52380952380952,0.9156626506024096,3,55-64,Liberal,College,Male,1.1666666666666667,2,2.4,1,3,2.4,b57e6f92-53cd-96df-9485-595548bce44e,3,343
261,0.5,False,Insects_True,False,92.72368421052632,78.52380952380952,0.9156626506024096,2,65+,Moderate,Some College,Female,1.5,2,3.6,2,2,1.8,ebd01f0a-c0bd-f315-3a1d-29fbc0d175de,2,456
262,1.0,True,Insects_True,True,92.72368421052632,78.52380952380952,0.9156626506024096,1,35-44,Conservative,College,Male,0.0,2,2.6,3,3,2.6,31fa1df3-7e9b-e4ac-10e4-2bd11aa2cb26,3,92
263,0.3600000000000001,True,Insects_True,True,92.72368421052632,78.52380952380952,0.9156626506024096,4,45-54,Very Liberal,High School,Female,1.8333333333333333,1,2.2,1,1,2.0,c02c14fc-260d-910e-c6eb-2207be7b902a,1,366
264,0.48,False,Insects_True,False,92.72368421052632,78.52380952380952,0.9156626506024096,0,45-54,Very Conservative,High School,Female,1.3333333333333333,0,2.0,0,0,1.4,2d2b338b-1bb4-9934-c19c-0500feddae51,1,81
265,0.8999999999999999,True,Insects_True,True,92.72368421052632,78.52380952380952,0.9156626506024096,4,65+,Very Liberal,Graduate Degree or Higher,Female,2.3333333333333335,1,2.6,2,3,3.0,ba3a0a7d-a6f7-afcd-d06a-3c11602113aa,4,352
267,0.19999999999999996,True,Insects_True,True,92.72368421052632,78.52380952380952,0.9156626506024096,0,65+,Very Conservative,High School,Female,1.1666666666666667,1,1.6,2,3,1.0,5fc72f3f-5c1f-dcc4-2d28-19ecc813eaea,1,180
268,0.8200000000000001,True,Insects_True,True,92.72368421052632,78.52380952380952,0.9156626506024096,1,65+,Conservative,College,Female,2.3333333333333335,4,2.6,1,1,3.0,ef375747-e702-a046-dd50-611c6233d192,3,463
271,0.8999999999999999,True,Insects_True,True,92.72368421052632,78.52380952380952,0.9156626506024096,1,65+,Conservative,High School,Female,1.8333333333333333,3,1.0,2,2,1.0,5e0786e6-c389-cf03-edf1-b02c2f42f53e,1,178
272,1.0,True,Insects_True,True,92.72368421052632,78.52380952380952,0.9156626506024096,4,65+,Very Liberal,College,Female,3.1666666666666665,4,3.2,2,3,3.0,b14254a6-eb77-9046-a8b1-62699b305d72,3,334
275,1.0,True,Insects_True,True,92.72368421052632,78.52380952380952,0.9156626506024096,4,45-54,Very Liberal,Some College,Male,1.8333333333333333,0,2.8,1,1,2.4,526a7e75-d9f5-ffa7-8062-48412a8f6ea1,2,157
276,0.10000000000000009,True,Insects_True,True,92.72368421052632,78.52380952380952,0.9156626506024096,4,35-44,Very Liberal,College,Female,0.6666666666666666,1,2.0,3,3,2.4,399bbacb-a555-063c-71dc-8cb04ae9141f,3,111
280,1.0,True,Insects_True,True,92.72368421052632,78.52380952380952,0.9156626506024096,3,25-34,Liberal,High School,Female,2.0,2,2.2,2,2,1.4,67565e04-9c71-df92-bc13-687dd3c3a5d1,1,198
281,0.8999999999999999,True,Insects_True,True,92.72368421052632,78.52380952380952,0.9156626506024096,2,45-54,Moderate,High School,Male,2.1666666666666665,0,2.0,1,3,2.6,83cbb6f2-8336-65ff-21e5-80e09a7ab62a,1,258
282,0.74,True,Insects_True,True,92.72368421052632,78.52380952380952,0.9156626506024096,3,25-34,Liberal,College,Female,0.16666666666666666,4,1.6,4,2,2.6,bcea05cc-a8a3-841c-00db-33c1e021a119,3,360
288,1.0,True,Insects_True,True,92.72368421052632,78.52380952380952,0.9156626506024096,2,65+,Moderate,Some College,Male,0.5,1,1.8,1,1,1.4,c68ff1de-31bf-b93e-65c9-c7a4eaf68704,2,384
289,1.0,True,Insects_True,True,92.72368421052632,78.52380952380952,0.9156626506024096,2,55-64,Moderate,Graduate Degree or Higher,Female,3.0,4,2.4,2,3,2.8,64d3eed9-56a8-1d3e-39ce-d8f80f87e000,4,195
291,0.94,True,Insects_True,True,92.72368421052632,78.52380952380952,0.9156626506024096,4,55-64,Very Liberal,Some College,Female,0.5,4,2.0,1,3,3.2,70a163b6-304e-c9c0-4ba1-558a6a18866a,2,213
295,0.98,True,Insects_True,True,92.72368421052632,78.52380952380952,0.9156626506024096,2,55-64,Moderate,Some College,Male,2.1666666666666665,4,2.2,2,2,3.0,ebb3cad8-3bec-3c14-59cf-fc98b59f8d0f,2,453
301,0.6399999999999999,True,Insects_True,True,92.72368421052632,78.52380952380952,0.9156626506024096,0,65+,Very Conservative,Graduate Degree or Higher,Female,3.3333333333333335,3,1.0,4,3,2.8,cd6a9487-4bd5-50df-8090-a241e512fc53,4,392
303,0.96,True,Insects_True,True,92.72368421052632,78.52380952380952,0.9156626506024096,1,35-44,Conservative,Some College,Female,1.0,4,2.6,2,1,2.0,42f28d04-f95d-7bd7-1813-bbd9fd564ed0,2,135
